,path,emotion
33,speech_emotion/data/emodb/wav\08a05Fe.wav,happy
34,speech_emotion/data/emodb/wav\08a05Nb.wav,neutral
35,speech_emotion/data/emodb/wav\08a05Ta.wav,sad
36,speech_emotion/data/emodb/wav\08a07Fd.wav,happy
37,speech_emotion/data/emodb/wav\08a07Na.wav,neutral
38,speech_emotion/data/emodb/wav\08a07Ta.wav,sad
39,speech_emotion/data/emodb/wav\08a07Tb.wav,sad
40,speech_emotion/data/emodb/wav\08b01Fd.wav,happy
41,speech_emotion/data/emodb/wav\08b01Fe.wav,happy
42,speech_emotion/data/emodb/wav\08b01Na.wav,neutral
43,speech_emotion/data/emodb/wav\08b02Ff.wav,happy
44,speech_emotion/data/emodb/wav\08b02Nb.wav,neutral
45,speech_emotion/data/emodb/wav\08b02Tc.wav,sad
46,speech_emotion/data/emodb/wav\08b03Fe.wav,happy
47,speech_emotion/data/emodb/wav\08b03Nb.wav,neutral
48,speech_emotion/data/emodb/wav\08b03Tc.wav,sad
49,speech_emotion/data/emodb/wav\08b09Fd.wav,happy
50,speech_emotion/data/emodb/wav\08b09Nb.wav,neutral
51,speech_emotion/data/emodb/wav\08b09Tb.wav,sad
52,speech_emotion/data/emodb/wav\08b10Fd.wav,happy
53,speech_emotion/data/emodb/wav\08b10Nc.wav,neutral
54,speech_emotion/data/emodb/wav\08b10Tc.wav,sad
55,speech_emotion/data/emodb/wav\09a01Fa.wav,happy
56,speech_emotion/data/emodb/wav\09a01Nb.wav,neutral
57,speech_emotion/data/emodb/wav\09a04Fd.wav,happy
58,speech_emotion/data/emodb/wav\09a04Nb.wav,neutral
59,speech_emotion/data/emodb/wav\09a05Nb.wav,neutral
60,speech_emotion/data/emodb/wav\09a05Tb.wav,sad
61,speech_emotion/data/emodb/wav\09a07Na.wav,neutral
62,speech_emotion/data/emodb/wav\09a07Ta.wav,sad
63,speech_emotion/data/emodb/wav\09b01Na.wav,neutral
64,speech_emotion/data/emodb/wav\09b02Na.wav,neutral
65,speech_emotion/data/emodb/wav\09b02Tb.wav,sad
66,speech_emotion/data/emodb/wav\09b03Fa.wav,happy
67,speech_emotion/data/emodb/wav\09b03Fd.wav,happy
68,speech_emotion/data/emodb/wav\09b03Nb.wav,neutral
69,speech_emotion/data/emodb/wav\09b03Ta.wav,sad
70,speech_emotion/data/emodb/wav\09b09Nd.wav,neutral
71,speech_emotion/data/emodb/wav\09b10Nd.wav,neutral
72,speech_emotion/data/emodb/wav\10a01Nb.wav,neutral
73,speech_emotion/data/emodb/wav\10a02Fa.wav,happy
74,speech_emotion/data/emodb/wav\10a02Na.wav,neutral
75,speech_emotion/data/emodb/wav\10a04Fd.wav,happy
76,speech_emotion/data/emodb/wav\10a04Nb.wav,neutral
77,speech_emotion/data/emodb/wav\10a05Tb.wav,sad
78,speech_emotion/data/emodb/wav\10a07Ta.wav,sad
79,speech_emotion/data/emodb/wav\10b01Fa.wav,happy
80,speech_emotion/data/emodb/wav\10b02Na.wav,neutral
81,speech_emotion/data/emodb/wav\10b03Tb.wav,sad
82,speech_emotion/data/emodb/wav\10b10Fc.wav,happy
83,speech_emotion/data/emodb/wav\11a01Nd.wav,neutral
84,speech_emotion/data/emodb/wav\11a02Fb.wav,happy
85,speech_emotion/data/emodb/wav\11a02Nc.wav,neutral
86,speech_emotion/data/emodb/wav\11a02Tc.wav,sad
87,speech_emotion/data/emodb/wav\11a04Fd.wav,happy
88,speech_emotion/data/emodb/wav\11a04Nd.wav,neutral
89,speech_emotion/data/emodb/wav\11a05Fb.wav,happy
90,speech_emotion/data/emodb/wav\11a05Fc.wav,happy
91,speech_emotion/data/emodb/wav\11a05Na.wav,neutral
92,speech_emotion/data/emodb/wav\11a05Td.wav,sad
93,speech_emotion/data/emodb/wav\11a07Ta.wav,sad
94,speech_emotion/data/emodb/wav\11b01Fc.wav,happy
95,speech_emotion/data/emodb/wav\11b01Nc.wav,neutral
96,speech_emotion/data/emodb/wav\11b02Fd.wav,happy
97,speech_emotion/data/emodb/wav\11b02Na.wav,neutral
98,speech_emotion/data/emodb/wav\11b02Td.wav,sad
99,speech_emotion/data/emodb/wav\11b03Fc.wav,happy
100,speech_emotion/data/emodb/wav\11b03Nb.wav,neutral
101,speech_emotion/data/emodb/wav\11b03Td.wav,sad
102,speech_emotion/data/emodb/wav\11b09Fd.wav,happy
103,speech_emotion/data/emodb/wav\11b09Na.wav,neutral
104,speech_emotion/data/emodb/wav\11b09Td.wav,sad
105,speech_emotion/data/emodb/wav\11b10Nc.wav,neutral
106,speech_emotion/data/emodb/wav\11b10Td.wav,sad
107,speech_emotion/data/emodb/wav\12a01Fb.wav,happy
108,speech_emotion/data/emodb/wav\12a01Nb.wav,neutral
109,speech_emotion/data/emodb/wav\12a02Nb.wav,neutral
110,speech_emotion/data/emodb/wav\12a05Nd.wav,neutral
111,speech_emotion/data/emodb/wav\12a05Ta.wav,sad
112,speech_emotion/data/emodb/wav\12b01Ta.wav,sad
113,speech_emotion/data/emodb/wav\12b02Fb.wav,happy
114,speech_emotion/data/emodb/wav\12b02Na.wav,neutral
115,speech_emotion/data/emodb/wav\12b03Ta.wav,sad
116,speech_emotion/data/emodb/wav\12b09Td.wav,sad
117,speech_emotion/data/emodb/wav\13a01Fd.wav,happy
118,speech_emotion/data/emodb/wav\13a01Nb.wav,neutral
119,speech_emotion/data/emodb/wav\13a02Fa.wav,happy
120,speech_emotion/data/emodb/wav\13a02Nc.wav,neutral
121,speech_emotion/data/emodb/wav\13a02Ta.wav,sad
122,speech_emotion/data/emodb/wav\13a04Fc.wav,happy
123,speech_emotion/data/emodb/wav\13a04Ta.wav,sad
124,speech_emotion/data/emodb/wav\13a05Nb.wav,neutral
125,speech_emotion/data/emodb/wav\13a05Tc.wav,sad
126,speech_emotion/data/emodb/wav\13a07Fd.wav,happy
127,speech_emotion/data/emodb/wav\13a07Na.wav,neutral
128,speech_emotion/data/emodb/wav\13a07Tc.wav,sad
129,speech_emotion/data/emodb/wav\13b01Fc.wav,happy
130,speech_emotion/data/emodb/wav\13b01Nc.wav,neutral
131,speech_emotion/data/emodb/wav\13b02Fb.wav,happy
132,speech_emotion/data/emodb/wav\13b02Nb.wav,neutral
133,speech_emotion/data/emodb/wav\13b03Fd.wav,happy
134,speech_emotion/data/emodb/wav\13b03Na.wav,neutral
135,speech_emotion/data/emodb/wav\13b03Td.wav,sad
136,speech_emotion/data/emodb/wav\13b09Fb.wav,happy
137,speech_emotion/data/emodb/wav\13b09Fc.wav,happy
138,speech_emotion/data/emodb/wav\13b09Na.wav,neutral
139,speech_emotion/data/emodb/wav\13b10Fa.wav,happy
140,speech_emotion/data/emodb/wav\13b10Nc.wav,neutral
141,speech_emotion/data/emodb/wav\14a01Na.wav,neutral
142,speech_emotion/data/emodb/wav\14a02Fd.wav,happy
143,speech_emotion/data/emodb/wav\14a02Nc.wav,neutral
144,speech_emotion/data/emodb/wav\14a02Tb.wav,sad
145,speech_emotion/data/emodb/wav\14a04Tb.wav,sad
146,speech_emotion/data/emodb/wav\14a04Tc.wav,sad
147,speech_emotion/data/emodb/wav\14a05Fa.wav,happy
148,speech_emotion/data/emodb/wav\14a05Fb.wav,happy
149,speech_emotion/data/emodb/wav\14a05Na.wav,neutral
150,speech_emotion/data/emodb/wav\14a05Ta.wav,sad
151,speech_emotion/data/emodb/wav\14a05Tc.wav,sad
152,speech_emotion/data/emodb/wav\14a07Fd.wav,happy
153,speech_emotion/data/emodb/wav\14a07Na.wav,neutral
154,speech_emotion/data/emodb/wav\14a07Tc.wav,sad
155,speech_emotion/data/emodb/wav\14b01Fa.wav,happy
156,speech_emotion/data/emodb/wav\14b01Fc.wav,happy
157,speech_emotion/data/emodb/wav\14b01Na.wav,neutral
158,speech_emotion/data/emodb/wav\14b02Fb.wav,happy
159,speech_emotion/data/emodb/wav\14b02Na.wav,neutral
160,speech_emotion/data/emodb/wav\14b02Tc.wav,sad
161,speech_emotion/data/emodb/wav\14b03Ta.wav,sad
162,speech_emotion/data/emodb/wav\14b09Fc.wav,happy
163,speech_emotion/data/emodb/wav\14b09Td.wav,sad
164,speech_emotion/data/emodb/wav\14b10Nb.wav,neutral
165,speech_emotion/data/emodb/wav\14b10Tc.wav,sad
166,speech_emotion/data/emodb/wav\15a01Fb.wav,happy
167,speech_emotion/data/emodb/wav\15a01Nb.wav,neutral
168,speech_emotion/data/emodb/wav\15a02Na.wav,neutral
